"","period","trade_value_usd","origin","destin","period_date"
"507",201507,1373,"Italy","Belgium",2015-07-01
"508",201507,321,"Luxembourg","Belgium",2015-07-01
"509",201507,9111448,"Netherlands","Belgium",2015-07-01
"510",201507,380,"Romania","Belgium",2015-07-01
"511",201507,12596,"Spain","Belgium",2015-07-01
"512",201507,1993,"Uganda","Belgium",2015-07-01
"513",201507,8891,"Bulgaria","Greece",2015-07-01
"514",201507,80346,"Turkey","Greece",2015-07-01
"515",201507,41179,"TFYR of Macedonia","Greece",2015-07-01
"516",201507,762199,"Austria","Italy",2015-07-01
"517",201507,669,"Belgium","Italy",2015-07-01
"518",201507,156,"Bulgaria","Italy",2015-07-01
"519",201507,1954,"France","Italy",2015-07-01
"520",201507,83308,"Germany","Italy",2015-07-01
"521",201507,95064,"Netherlands","Italy",2015-07-01
"522",201507,354,"Poland","Italy",2015-07-01
"523",201507,214,"Romania","Italy",2015-07-01
"524",201507,44,"Slovenia","Italy",2015-07-01
"525",201507,124337,"Spain","Italy",2015-07-01
"526",201507,21674,"Turkey","Italy",2015-07-01
"527",201507,34903,"Afghanistan","Pakistan",2015-07-01
"528",201507,105239,"TFYR of Macedonia","Serbia",2015-07-01
"529",201507,15377,"Kazakhstan","Russian Federation",2015-07-01
"530",201507,119998,"Armenia","Russian Federation",2015-07-01
"531",201507,584616,"Belarus","Russian Federation",2015-07-01
"532",201507,116256,"China","Russian Federation",2015-07-01
"533",201507,57028,"Serbia","Bosnia Herzegovina",2015-07-01
"534",201507,340,"TFYR of Macedonia","Bosnia Herzegovina",2015-07-01
"535",201507,127,"Dominica","Antigua and Barbuda",2015-07-01
"536",201507,38,"Mexico","Antigua and Barbuda",2015-07-01
"537",201507,252,"Saint Kitts and Nevis","Antigua and Barbuda",2015-07-01
"538",201507,787,"United States of America","Antigua and Barbuda",2015-07-01
"539",201507,480,"China","Mozambique",2015-07-01
"540",201507,10646,"South Africa","Mozambique",2015-07-01
"541",201507,2673,"Australia","Singapore",2015-07-01
"542",201507,100,"Belgium","Singapore",2015-07-01
"543",201507,343,"China","Singapore",2015-07-01
"544",201507,316,"China, Hong Kong SAR","Singapore",2015-07-01
"545",201507,7,"Indonesia","Singapore",2015-07-01
"546",201507,4932,"Japan","Singapore",2015-07-01
"547",201507,262,"Rep. of Korea","Singapore",2015-07-01
"548",201507,869631,"Malaysia","Singapore",2015-07-01
"549",201507,1358,"Netherlands","Singapore",2015-07-01
"550",201507,30439,"India","Singapore",2015-07-01
"551",201507,301,"Viet Nam","Singapore",2015-07-01
"552",201507,335,"South Africa","Singapore",2015-07-01
"553",201507,83045,"Thailand","Singapore",2015-07-01
"554",201507,733,"United States of America","Singapore",2015-07-01
"555",201507,96,"Netherlands","Bermuda",2015-07-01
"556",201507,8692,"United States of America","Bermuda",2015-07-01
"557",201507,18296,"Denmark","Greenland",2015-07-01
"558",201507,397,"Spain","Greenland",2015-07-01
"559",201507,133,"Romania","Rep. of Moldova",2015-07-01
"560",201507,18240,"Bangladesh","Kuwait",2015-07-01
"561",201507,22369,"Jordan","Kuwait",2015-07-01
"562",201507,2161,"Lebanon","Kuwait",2015-07-01
"563",201507,684,"Netherlands","Kuwait",2015-07-01
"564",201507,2409,"Pakistan","Kuwait",2015-07-01
"565",201507,2922,"Saudi Arabia","Kuwait",2015-07-01
"566",201507,112384,"India","Kuwait",2015-07-01
"567",201507,559,"Egypt","Kuwait",2015-07-01
"568",201507,325,"Barbados","Saint Vincent and the Grenadines",2015-07-01
"569",201507,20,"Trinidad and Tobago","Saint Vincent and the Grenadines",2015-07-01
"570",201507,185,"United States of America","Saint Vincent and the Grenadines",2015-07-01
"571",201507,48643,"South Africa","Botswana",2015-07-01
"572",201507,2494,"China","Kazakhstan",2015-07-01
"573",201507,540,"Kyrgyzstan","Kazakhstan",2015-07-01
"574",201507,606,"Russian Federation","Kazakhstan",2015-07-01
"575",201507,1086,"Uzbekistan","Kazakhstan",2015-07-01
"576",201507,363,"Australia","Seychelles",2015-07-01
"577",201507,1017,"France","Seychelles",2015-07-01
"578",201507,448,"Lebanon","Seychelles",2015-07-01
"579",201507,4341,"Netherlands","Seychelles",2015-07-01
"580",201507,18,"South Africa","Seychelles",2015-07-01
"581",201507,3679,"United Arab Emirates","Seychelles",2015-07-01
"582",201507,587,"Egypt","Seychelles",2015-07-01
"583",201508,888,"Australia","Seychelles",2015-08-01
"584",201508,1885,"France","Seychelles",2015-08-01
"585",201508,211,"Lebanon","Seychelles",2015-08-01
"586",201508,3471,"Netherlands","Seychelles",2015-08-01
"587",201508,40,"South Africa","Seychelles",2015-08-01
"588",201508,4537,"United Arab Emirates","Seychelles",2015-08-01
"589",201508,792,"Egypt","Seychelles",2015-08-01
"590",201508,173,"Romania","Rep. of Moldova",2015-08-01
"591",201508,431,"Denmark","Ireland",2015-08-01
"592",201508,8637,"France","Ireland",2015-08-01
"593",201508,104318,"Germany","Ireland",2015-08-01
"594",201508,19174,"Lithuania","Ireland",2015-08-01
"595",201508,762981,"Netherlands","Ireland",2015-08-01
"596",201508,1578,"Poland","Ireland",2015-08-01
"597",201508,3745,"India","Ireland",2015-08-01
"598",201508,36161,"Spain","Ireland",2015-08-01
"599",201508,43940,"United Kingdom","Ireland",2015-08-01
"600",201509,16315,"Australia","Malaysia",2015-09-01
"601",201509,358,"China","Malaysia",2015-09-01
"602",201509,995,"Japan","Malaysia",2015-09-01
"603",201509,601,"Netherlands","Malaysia",2015-09-01
"604",201509,61361,"India","Malaysia",2015-09-01
"605",201509,237165,"Thailand","Malaysia",2015-09-01
"606",201509,654,"United States of America","Malaysia",2015-09-01
"607",201508,14314,"Guatemala","El Salvador",2015-08-01
"608",201508,14790,"Honduras","El Salvador",2015-08-01
"609",201508,140562,"Belgium","Luxembourg",2015-08-01
"610",201508,27019,"France","Luxembourg",2015-08-01
"611",201508,11800,"Germany","Luxembourg",2015-08-01
"612",201508,530,"Italy","Luxembourg",2015-08-01
"613",201508,832,"Morocco","Luxembourg",2015-08-01
"614",201508,5739,"Netherlands","Luxembourg",2015-08-01
"615",201508,504,"Portugal","Luxembourg",2015-08-01
"616",201508,33577,"Spain","Luxembourg",2015-08-01
"617",201508,70090,"Brazil","Paraguay",2015-08-01
"618",201508,58,"Saint Vincent and the Grenadines","Barbados",2015-08-01
"619",201508,53,"United Kingdom","Barbados",2015-08-01
"620",201508,126,"United States of America","Barbados",2015-08-01
"621",201508,13823,"Canada","Canada",2015-08-01
"622",201508,3058,"Dominican Rep.","Canada",2015-08-01
"623",201508,271613,"Mexico","Canada",2015-08-01
"624",201508,491,"India","Canada",2015-08-01
"625",201508,1135,"Spain","Canada",2015-08-01
"626",201508,758845,"United States of America","Canada",2015-08-01
"627",201508,188600,"Poland","Belarus",2015-08-01
"628",201508,200,"Russian Federation","Belarus",2015-08-01
"629",201508,39500,"Ukraine","Belarus",2015-08-01
"630",201508,98628,"Austria","Czech Rep.",2015-08-01
"631",201508,27586,"Belgium","Czech Rep.",2015-08-01
"632",201508,346181,"Bulgaria","Czech Rep.",2015-08-01
"633",201508,271,"France","Czech Rep.",2015-08-01
"634",201508,1028800,"Germany","Czech Rep.",2015-08-01
"635",201508,23870,"Greece","Czech Rep.",2015-08-01
"636",201508,751149,"Hungary","Czech Rep.",2015-08-01
"637",201508,108,"Italy","Czech Rep.",2015-08-01
"638",201508,734,"Morocco","Czech Rep.",2015-08-01
"639",201508,1534811,"Netherlands","Czech Rep.",2015-08-01
"640",201508,578177,"Poland","Czech Rep.",2015-08-01
"641",201508,425232,"Romania","Czech Rep.",2015-08-01
"642",201508,239830,"Slovakia","Czech Rep.",2015-08-01
"643",201508,46835,"Spain","Czech Rep.",2015-08-01
"644",201508,81730,"TFYR of Macedonia","Czech Rep.",2015-08-01
"645",201508,1044,"United Kingdom","Czech Rep.",2015-08-01
"646",201508,146868,"Germany","Estonia",2015-08-01
"647",201508,225,"Italy","Estonia",2015-08-01
"648",201508,32446,"Latvia","Estonia",2015-08-01
"649",201508,12755,"Lithuania","Estonia",2015-08-01
"650",201508,756,"Netherlands","Estonia",2015-08-01
"651",201508,20284,"Poland","Estonia",2015-08-01
"652",201508,67,"Spain","Estonia",2015-08-01
"653",201508,213,"Armenia","Georgia",2015-08-01
"654",201508,1819755,"Austria","Germany",2015-08-01
"655",201508,2703801,"Belgium","Germany",2015-08-01
"656",201508,1368608,"Bosnia Herzegovina","Germany",2015-08-01
"657",201508,518382,"Bulgaria","Germany",2015-08-01
"658",201508,421,"Costa Rica","Germany",2015-08-01
"659",201508,30985,"Denmark","Germany",2015-08-01
"660",201508,180739,"France","Germany",2015-08-01
"661",201508,1422359,"Hungary","Germany",2015-08-01
"662",201508,17444,"Italy","Germany",2015-08-01
"663",201508,1080,"Jordan","Germany",2015-08-01
"664",201508,212,"Luxembourg","Germany",2015-08-01
"665",201508,34101221,"Netherlands","Germany",2015-08-01
"666",201508,3511,"Peru","Germany",2015-08-01
"667",201508,747940,"Poland","Germany",2015-08-01
"668",201508,115097,"Portugal","Germany",2015-08-01
"669",201508,313365,"Romania","Germany",2015-08-01
"670",201508,4443701,"Spain","Germany",2015-08-01
"671",201508,87389,"TFYR of Macedonia","Germany",2015-08-01
"672",201508,407730,"Czech Rep.","Germany",2015-08-01
"673",201508,1621,"Thailand","Germany",2015-08-01
"674",201508,108543,"Turkey","Germany",2015-08-01
"675",201508,1408,"Egypt","Germany",2015-08-01
"676",201508,586,"United States of America","Germany",2015-08-01
"677",201508,1147,"Netherlands","Greece",2015-08-01
"678",201508,10874,"Poland","Greece",2015-08-01
"679",201508,63528,"Turkey","Greece",2015-08-01
"680",201508,22221,"TFYR of Macedonia","Greece",2015-08-01
"681",201508,1037,"Albania","Greece",2015-08-01
"682",201508,28804,"Belgium","Greece",2015-08-01
"683",201508,40775,"Bulgaria","Greece",2015-08-01
"684",201508,3749,"Italy","Greece",2015-08-01
"685",201508,935,"United States of America","China, Hong Kong SAR",2015-08-01
"686",201508,2806,"Netherlands","China, Hong Kong SAR",2015-08-01
"687",201508,93,"Thailand","China, Hong Kong SAR",2015-08-01
"688",201508,3416,"Malaysia","China, Hong Kong SAR",2015-08-01
"689",201508,3465,"Canada","China, Hong Kong SAR",2015-08-01
"690",201508,907,"New Zealand","China, Hong Kong SAR",2015-08-01
"691",201508,14055,"Australia","China, Hong Kong SAR",2015-08-01
"692",201508,4838,"Rep. of Korea","China, Hong Kong SAR",2015-08-01
"693",201508,51583,"Japan","China, Hong Kong SAR",2015-08-01
"694",201508,264771,"China","China, Hong Kong SAR",2015-08-01
"695",201508,1344,"Netherlands","Iceland",2015-08-01
"696",201508,11540,"Bulgaria","Latvia",2015-08-01
"697",201508,42551,"Czech Rep.","Latvia",2015-08-01
"698",201508,12412,"Estonia","Latvia",2015-08-01
"699",201508,122871,"Lithuania","Latvia",2015-08-01
"700",201508,4070,"Netherlands","Latvia",2015-08-01
"701",201508,16810,"Poland","Latvia",2015-08-01
"702",201508,327,"France","Madagascar",2015-08-01
"703",201508,3774,"Estonia","Lithuania",2015-08-01
"704",201508,13104,"Germany","Lithuania",2015-08-01
"705",201508,18601,"Latvia","Lithuania",2015-08-01
"706",201508,5330,"Netherlands","Lithuania",2015-08-01
"707",201508,336228,"Poland","Lithuania",2015-08-01
"708",201508,29921,"Serbia","Montenegro",2015-08-01
"709",201508,4023,"Belgium","Norway",2015-08-01
"710",201508,993,"France","Norway",2015-08-01
"711",201508,171,"Lithuania","Norway",2015-08-01
"712",201508,822832,"Netherlands","Norway",2015-08-01
"713",201508,39635,"Spain","Norway",2015-08-01
"714",201508,4270,"Sweden","Norway",2015-08-01
"715",201508,1024,"Turkey","Norway",2015-08-01
"716",201508,27445,"Lithuania","United Kingdom",2015-08-01
"717",201508,30899,"Jordan","United Kingdom",2015-08-01
"718",201508,5292,"Denmark","United Kingdom",2015-08-01
"719",201508,18805,"France","United Kingdom",2015-08-01
"720",201508,13548,"Germany","United Kingdom",2015-08-01
"721",201508,3208,"Ghana","United Kingdom",2015-08-01
"722",201508,13496,"Ireland","United Kingdom",2015-08-01
"723",201508,992,"Italy","United Kingdom",2015-08-01
"724",201508,15097738,"Netherlands","United Kingdom",2015-08-01
"725",201508,52548,"Poland","United Kingdom",2015-08-01
"726",201508,570802,"Spain","United Kingdom",2015-08-01
"727",201508,39277,"Turkey","United Kingdom",2015-08-01
"728",201508,321,"Dominican Rep.","Finland",2015-08-01
"729",201508,277,"Estonia","Finland",2015-08-01
"730",201508,597924,"Germany","Finland",2015-08-01
"731",201508,82542,"Netherlands","Finland",2015-08-01
"732",201508,43357,"Norway","Finland",2015-08-01
"733",201508,16890,"Spain","Finland",2015-08-01
"734",201508,83945,"Sweden","Finland",2015-08-01
"735",201508,11229,"Turkey","Finland",2015-08-01
"736",201508,2215,"Australia","Malaysia",2015-08-01
"737",201508,2940,"China","Malaysia",2015-08-01
"738",201508,117,"Germany","Malaysia",2015-08-01
"739",201508,1795,"Iran","Malaysia",2015-08-01
"740",201508,1541,"Japan","Malaysia",2015-08-01
"741",201508,904,"Netherlands","Malaysia",2015-08-01
"742",201508,264450,"Thailand","Malaysia",2015-08-01
"743",201508,645,"United States of America","Malaysia",2015-08-01
"744",201508,782,"Egypt","Malaysia",2015-08-01
"745",201512,27186,"China","Kyrgyzstan",2015-12-01
"746",201512,301316,"Turkey","Rep. of Moldova",2015-12-01
"747",201512,178,"Romania","Rep. of Moldova",2015-12-01
"748",201508,5852,"France","Sweden",2015-08-01
"749",201508,87074,"Germany","Sweden",2015-08-01
"750",201508,32536,"Italy","Sweden",2015-08-01
"751",201508,1849621,"Netherlands","Sweden",2015-08-01
"752",201508,5501,"Poland","Sweden",2015-08-01
"753",201508,51729,"Spain","Sweden",2015-08-01
"754",201508,5735,"Turkey","Sweden",2015-08-01
"755",201508,89064,"United Kingdom","Sweden",2015-08-01
"756",201508,36632,"Denmark","Sweden",2015-08-01
"757",201508,23,"Italy","Cabo Verde",2015-08-01
"758",201508,95,"Portugal","Cabo Verde",2015-08-01
"759",201508,11484,"Belgium","Austria",2015-08-01
"760",201508,548039,"Bosnia Herzegovina","Austria",2015-08-01
"761",201508,30933,"France","Austria",2015-08-01
"762",201508,389186,"Germany","Austria",2015-08-01
"763",201508,869,"Hungary","Austria",2015-08-01
"764",201508,568,"Italy","Austria",2015-08-01
"765",201508,96664,"Netherlands","Austria",2015-08-01
"766",201508,277951,"Serbia","Austria",2015-08-01
"767",201508,535764,"Slovenia","Austria",2015-08-01
"768",201508,42050,"Spain","Austria",2015-08-01
"769",201508,74019,"Turkey","Austria",2015-08-01
"770",201508,196347,"TFYR of Macedonia","Austria",2015-08-01
"771",201508,729320,"France","Belgium",2015-08-01
"772",201508,240114,"Germany","Belgium",2015-08-01
"773",201508,8876414,"Netherlands","Belgium",2015-08-01
"774",201508,1499,"Romania","Belgium",2015-08-01
"775",201508,9412,"Spain","Belgium",2015-08-01
"776",201508,659,"Turkey","Belgium",2015-08-01
"777",201508,756,"Uganda","Belgium",2015-08-01
"778",201509,31619,"Serbia","Montenegro",2015-09-01
"779",201509,1371,"TFYR of Macedonia","Montenegro",2015-09-01
"780",201509,4026,"Albania","Montenegro",2015-09-01
"781",201512,476756,"Jordan","Kuwait",2015-12-01
"782",201512,110337,"Lebanon","Kuwait",2015-12-01
"783",201512,705,"Oman","Kuwait",2015-12-01
"784",201512,438,"Pakistan","Kuwait",2015-12-01
"785",201512,17313,"Saudi Arabia","Kuwait",2015-12-01
"786",201512,115367,"India","Kuwait",2015-12-01
"787",201512,184,"Spain","Kuwait",2015-12-01
"788",201508,1203,"Greece","Bulgaria",2015-08-01
"789",201508,4678,"Romania","Bulgaria",2015-08-01
"790",201508,557,"Serbia","Bulgaria",2015-08-01
"791",201508,133445,"Turkey","Bulgaria",2015-08-01
"792",201508,25519,"TFYR of Macedonia","Bulgaria",2015-08-01
"793",201508,147,"Austria","Denmark",2015-08-01
"794",201508,267,"Belgium","Denmark",2015-08-01
"795",201508,52,"Czech Rep.","Denmark",2015-08-01
"796",201508,49,"Estonia","Denmark",2015-08-01
"797",201508,12,"Finland","Denmark",2015-08-01
"798",201508,1215,"France","Denmark",2015-08-01
"799",201508,38179,"Germany","Denmark",2015-08-01
"800",201508,2229,"Greece","Denmark",2015-08-01
"801",201508,75,"Hungary","Denmark",2015-08-01
"802",201508,5897,"Italy","Denmark",2015-08-01
"803",201508,1033660,"Netherlands","Denmark",2015-08-01
"804",201508,7069,"Poland","Denmark",2015-08-01
"805",201508,1101,"Portugal","Denmark",2015-08-01
"806",201508,356,"Romania","Denmark",2015-08-01
"807",201508,28,"Slovakia","Denmark",2015-08-01
"808",201508,203414,"Spain","Denmark",2015-08-01
"809",201508,2267,"Turkey","Denmark",2015-08-01
"810",201508,43,"United Kingdom","Denmark",2015-08-01
"811",201508,420898,"Austria","France",2015-08-01
"812",201508,1259910,"Belgium","France",2015-08-01
"813",201508,185810,"Germany","France",2015-08-01
"814",201508,18702,"Italy","France",2015-08-01
"815",201508,958,"Lebanon","France",2015-08-01
"816",201508,602,"Luxembourg","France",2015-08-01
"817",201508,1162600,"Netherlands","France",2015-08-01
"818",201508,657,"Portugal","France",2015-08-01
"819",201508,6850,"Serbia","France",2015-08-01
"820",201508,693648,"Spain","France",2015-08-01
"821",201508,24561,"United Kingdom","France",2015-08-01
"822",201508,191,"Lithuania","Denmark",2015-08-01
"823",201508,22069,"Sweden","Denmark",2015-08-01
"824",201508,3878789,"Belgium","Netherlands",2015-08-01
"825",201508,865701,"Germany","Netherlands",2015-08-01
"826",201508,579,"Suriname","Netherlands",2015-08-01
"827",201508,13144,"United Kingdom","Netherlands",2015-08-01
"828",201508,89814,"Czech Rep.","Netherlands",2015-08-01
"829",201508,12598,"Ireland","Netherlands",2015-08-01
"830",201508,309653,"Spain","Netherlands",2015-08-01
"831",201508,342714,"Belgium","Spain",2015-08-01
"832",201508,2896,"Czech Rep.","Spain",2015-08-01
"833",201508,7385,"France","Spain",2015-08-01
"834",201508,32002,"Germany","Spain",2015-08-01
"835",201508,287687,"Greece","Spain",2015-08-01
"836",201508,8377,"Italy","Spain",2015-08-01
"837",201508,67,"Lithuania","Spain",2015-08-01
"838",201508,397061,"Netherlands","Spain",2015-08-01
"839",201508,9212,"Poland","Spain",2015-08-01
"840",201508,12754,"Portugal","Spain",2015-08-01
"841",201506,2529,"Rep. of Korea","Japan",2015-06-01
"842",201506,886,"Denmark","Norway",2015-06-01
"843",201506,26291,"Germany","Norway",2015-06-01
"844",201506,200527,"Netherlands","Norway",2015-06-01
"845",201506,604,"Poland","Norway",2015-06-01
"846",201506,56642,"Spain","Norway",2015-06-01
"847",201506,4548,"Sweden","Norway",2015-06-01
"848",201506,6027,"Turkey","Norway",2015-06-01
"849",201506,2839,"Albania","Croatia",2015-06-01
"850",201506,1425,"Austria","Croatia",2015-06-01
"851",201506,53556,"Bosnia Herzegovina","Croatia",2015-06-01
"852",201506,33577,"Germany","Croatia",2015-06-01
"853",201506,58752,"Italy","Croatia",2015-06-01
"854",201506,1,"Netherlands","Croatia",2015-06-01
"855",201506,20409,"Serbia","Croatia",2015-06-01
"856",201506,2096,"Slovenia","Croatia",2015-06-01
"857",201506,74831,"Spain","Croatia",2015-06-01
"858",201506,229494,"TFYR of Macedonia","Croatia",2015-06-01
"859",201506,2579,"Trinidad and Tobago","Barbados",2015-06-01
"860",201506,205,"United States of America","Barbados",2015-06-01
"861",201508,862,"Austria","Croatia",2015-08-01
"862",201508,982339,"Bosnia Herzegovina","Croatia",2015-08-01
