node,period,deg_out_wei,tot_out_wei,ave_out_wei,max_out_wei,deg_in_wei,tot_in_wei,ave_in_wei,max_in_wei,ratio,degree_val,bet_val,tri_no,eigen_val,net_group,tot_in_wei_n,tot_out_wei_n,period_date,degree_net,overall_flux,month
Brazil,201402,2,9719,4859.5,8716,0,0,0,0,-1,2,0,0,2.635225394899005e-10,2,0,0.00471847980822427,2014-02-01,2,9719,2
Germany,201402,21,8326302,396490.571428571,1781160,17,53549447,3149967.47058824,36385779,0.730870263889654,38,68,142,0.848392547135266,2,25.997734788669174,4.042338498217652,2014-02-01,4,61875749,2
Slovenia,201402,3,68944,22981.3333333333,67714,8,342126,42765.75,151740,0.6645632130780645,11,665,15,0.0037590406110978715,2,0.1660988396819155,0.033471640281738255,2014-02-01,-5,411070,2
Austria,201402,9,241899,26877.6666666667,182218,11,5749082,522643.818181818,2029709,0.9192456126968188,20,188,73,0.06575785086278706,2,2.7911232979550986,0.1174396076890259,2014-02-01,-2,5990981,2
Bulgaria,201402,5,1723975,344795,1392246,3,875187,291729,505328,-0.32656217657845105,8,0,16,0.025744837038641617,1,0.42489476159279493,0.8369730658898483,2014-02-01,2,2599162,2
France,201402,21,1413684,67318.2857142857,542954,19,9628908,506784.631578947,7841265,0.7439579403096664,40,921,130,0.17170127701673077,2,4.674741019986536,0.6863298085409733,2014-02-01,2,11042592,2
Hungary,201402,7,16487,2355.28571428571,7636,8,1241027,155128.375,703023,0.9737784231428039,15,789,43,0.021281689672540238,2,0.6025065172302851,0.008004277867907557,2014-02-01,-1,1257514,2
Poland,201402,11,676762,61523.8181818182,371537,10,9454475,945447.5,7908402,0.8664009143207291,21,216,84,0.17295586229812368,2,4.590055497979335,0.3285613573385609,2014-02-01,1,10131237,2
Slovakia,201402,4,46712,11678,27071,9,1092750,121416.666666667,579040,0.9180104294833877,13,43,29,0.016791982767415982,2,0.5305194783863639,0.022678220887104857,2014-02-01,-5,1139462,2
Belgium,201402,11,1290975,117361.363636364,855834,7,4531040,647291.428571429,1814454,0.5565195211623467,18,108,54,0.08577698916800457,2,2.199775774283002,0.6267557845891889,2014-02-01,4,5822015,2
Portugal,201402,6,387319,64553.1666666667,384663,2,302666,151333,288244,-0.12268817438060248,8,0,16,0.011834536376918461,2,0.1469413941389039,0.18803960086856839,2014-02-01,4,689985,2
TFYR of Macedonia,201402,1,53099,53099,53099,2,58581,29290.5,56526,0.049086676217765045,3,0,3,5.8943120682285096e-5,2,0.02844050474797674,0.025779047158853846,2014-02-01,-1,111680,2
Jordan,201402,9,527627,58625.2222222222,217803,0,0,0,0,-1,9,0,18,0.0025283690075757702,2,0,0.2561577678540948,2014-02-01,9,527627,2
Iran,201402,5,15652490,3130498,15166715,0,0,0,0,-1,5,0,2,0.01972173523570922,1,0,7.599131393500597,2014-02-01,5,15652490,2
Czech Rep.,201402,5,458737,91747.4,378635,12,3828963,319080.25,2628352,0.7860218765305409,17,439,74,0.05331825819709813,2,1.8589242310873368,0.22271234404623697,2014-02-01,-7,4287700,2
Estonia,201402,4,122668,30667,85331,6,200775,33462.5,70820,0.24148613511499709,10,131,19,0.0015119522348718334,2,0.09747430635829075,0.05955411885124547,2014-02-01,-2,323443,2
Croatia,201402,1,259,259,259,5,190782,38156.4,104079,0.9972885401563015,6,0,9,0.002701270401825155,2,0.09262280221963604,1.2574197657475933e-4,2014-02-01,-4,191041,2
Luxembourg,201402,5,7122,1424.4,5182,5,174001,34800.2,118961,0.9213573096735368,10,59,14,6.695765992004194e-4,2,0.08447579021615714,0.003457661610677359,2014-02-01,0,181123,2
Finland,201402,2,45300,22650,45282,5,2663266,532653.2,1769182,0.9665505658713873,7,0,14,0.04583925244013424,1,1.2929896949202817,0.02199270864415675,2014-02-01,-3,2708566,2
Lithuania,201402,4,2667047,666761.75,2587607,11,4580085,416371.363636364,2430117,0.2639717339217776,15,464,52,0.062523293383466,2,2.223586643939794,1.2948253335821704,2014-02-01,-7,7247132,2
Sri Lanka,201402,1,64,64,64,0,0,0,0,-1,1,0,0,2.1118902385431765e-7,2,0,3.107137645090578e-5,2014-02-01,1,64,2
Ecuador,201402,4,2390,597.5,1921,0,0,0,0,-1,4,0,2,3.127125108662945e-6,3,0,0.0011603217143385128,2014-02-01,4,2390,2
Lebanon,201402,3,6078,2026,4893,0,0,0,0,-1,3,0,2,3.6070931439511185e-5,2,0,0.0029508097823219585,2014-02-01,3,6078,2
Mauritius,201402,1,188,188,188,0,0,0,0,-1,1,0,0,6.203677575784689e-7,2,0,9.127216832453574e-5,2014-02-01,1,188,2
Denmark,201402,3,18694,6231.33333333333,15802,21,5539944,263806.857142857,4523069,0.9932738919138105,24,686,105,0.09690306929431776,2,2.689588836577137,0.00907575486520676,2014-02-01,-18,5558638,2
