"","node","period","deg_out_wei","tot_out_wei","ave_out_wei","max_out_wei","deg_in_wei","tot_in_wei","ave_in_wei","max_in_wei","ratio","degree_val","bet_val","tri_no","eigen_val","net_group"
"868","Switzerland","201408",10,915616,91561.6,236415,82,35104454,428103.097560976,5477910,0.949160787305522,20,0,103,0.0305586450022085,2
"869","Turks and Caicos Isds","201408",2,181886,90943,90943,0,0,0,0,-1,1,0,0,8.49001585516568e-05,4
"870","El Salvador","201408",2,408402,204201,204201,9,2147361,238595.666666667,763343,0.680406986093781,4,1,2,0.00576457614146126,3
"871","Australia","201408",12,2568809,214067.416666667,682769,0,0,0,0,-1,4,0,0,0.00234058191621679,9
"872","Bahrain","201408",2,83356,41678,41678,0,0,0,0,-1,1,0,0,2.43352371837897e-05,2
"873","New Zealand","201408",20,803266,40163.3,112733,3,7646,2548.66666666667,3823,-0.981142220117596,6,2,2,0.000480450751555266,5
"874","Belarus","201408",15,54007724,3600514.93333333,26835915,40,14309000,357725,2741600,-0.581098180293306,14,0,57,0.0311560940276953,4
"875","Kazakhstan","201408",5,1428450,285690,714225,32,38225443,1194545.09375,11222023,0.927954110331614,10,69,27,0.0864772450106185,4
"876","Jordan","201408",4,137284,34321,67268,0,0,0,0,-1,2,0,0,0.000275220720376653,9
"877","Saudi Arabia","201408",7,5723144,817592,2861572,0,0,0,0,-1,1,0,0,0.00168086295741429,9
"878","Oman","201408",3,165582,55194,82791,0,0,0,0,-1,1,0,0,4.86307264354277e-05,9
"879","Pakistan","201408",4,66894,16723.5,33319,0,0,0,0,-1,2,0,1,1.895257673358e-05,9
"880","United Arab Emirates","201408",7,1991785,284540.714285714,902989,0,0,0,0,-1,2,0,0,0.000909397600481227,9
"881","Egypt","201408",4,38910,9727.5,18116,0,0,0,0,-1,2,0,0,7.46890798100259e-05,9
"882","Gabon","201408",2,17146,8573,8573,0,0,0,0,-1,1,0,0,3.95542830125561e-06,4
"883","Malaysia","201408",7,818316,116902.285714286,230135,18,17146644,952591.333333333,5256842,0.908898656050445,11,72,20,0.00615918909683091,5
"884","South Africa","201408",11,1047424,95220.3636363636,380850,53,49231859,928903,10878657,0.95833576226614,20,7,72,0.0634707913641515,7
"885","Swaziland","201408",3,1040,346.666666666667,520,0,0,0,0,-1,1,0,0,1.69253092828757e-08,7
"886","Ghana","201408",3,138040,46013.3333333333,69020,0,0,0,0,-1,1,0,0,3.61092430974625e-07,4
"887","Peru","201408",3,847104,282368,423552,12,5819910,484992.5,1919486,0.74588203954574,5,71,3,0.0116067133033841,2
"888","Costa Rica","201408",2,40036,20018,20018,0,0,0,0,-1,1,0,0,8.16615974280483e-05,5
"889","Ecuador","201408",2,55054,27527,27527,0,0,0,0,-1,1,0,0,0.000112293875132476,5
"890","Iran","201408",2,2716492,1358246,1358246,0,0,0,0,-1,1,0,0,0.0055408401468808,5
"891","Japan","201408",3,1282734,427578,641367,45,239225225,5316116.11111111,83924924,0.989333126393543,12,138,37,0.408412988744476,2
"892","Mexico","201408",2,305244,152622,152622,21,243718866,11605660.2857143,108718472,0.997498247201885,5,0,8,0.833578249542919,3
"893","Colombia","201408",2,221064,110532,110532,10,8935188,893518.8,4040021,0.951712993482486,4,140,4,0.0302878480860318,3
"894","Curaçao","201408",2,2126,1063,1063,0,0,0,0,-1,1,0,0,2.7494686158875e-09,3
"895","Saint-Martin (French part)","201408",2,670,335,335,0,0,0,0,-1,1,0,0,8.66483522769148e-10,3
"896","Uganda","201408",2,178,89,89,0,0,0,0,-1,1,0,0,1.26995815508197e-13,10
"897","Barbados","201408",0,0,0,0,7,557273,79610.4285714286,227035,1,2,0,1,0.00179840181588321,3
"898","Georgia","201408",0,0,0,0,28,12105405,432335.892857143,2114698,1,10,0,21,0.0122979182540418,6
"899","Montenegro","201408",0,0,0,0,37,3719291,100521.378378378,438698,1,10,0,35,0.00162579274508725,4
"900","Iceland","201408",0,0,0,0,7,293768,41966.8571428571,73423,1,3,0,3,0.000118130587592155,4
"901","Azerbaijan","201408",0,0,0,0,15,733277,48885.1333333333,192500,1,5,0,4,0.00179758836181035,1
"902","Panama","201408",0,0,0,0,10,4768460,476846,2384230,1,1,0,0,0.0175812502082471,3
"903","Ethiopia","201408",0,0,0,0,2,8480,4240,4240,1,1,0,0,3.12656500769483e-05,3
"904","Rep. of Moldova","201408",0,0,0,0,27,4490748,166324,1751226,1,9,0,28,0.00114894701387696,4
"905","Niger","201408",0,0,0,0,25,417064,16682.56,139876,1,7,0,8,0.000145718214540563,8
"906","Cabo Verde","201408",0,0,0,0,28,1585223,56615.1071428571,266615,1,9,0,24,0.00314034157743794,1
"907","Qatar","201408",0,0,0,0,51,44887841,880153.745098039,14490964,1,15,0,12,0.0796573807959999,9
"908","Mauritius","201408",0,0,0,0,17,327362,19256.5882352941,114067,1,4,0,5,0.000514792559965927,1
"909","Bermuda","201408",0,0,0,0,15,1076536,71769.0666666667,517751,1,3,0,1,0.00389715026268376,3
"910","Mozambique","201408",0,0,0,0,22,3569020,162228.181818182,880150,1,8,0,8,0.00441399323790943,7
"911","Fiji","201408",0,0,0,0,3,225465,75155,112733,1,1,0,0,3.9939223923844e-07,5
"912","Togo","201408",0,0,0,0,27,1508027,55852.8518518519,176386,1,9,0,21,0.000709482722265135,4
"913","Indonesia","201408",0,0,0,0,2,353014,176507,176507,1,1,0,0,8.01654210125301e-06,5
"914","New Caledonia","201408",0,0,0,0,19,3332257,175381.947368421,864575,1,6,0,7,0.00824166362414715,1
"915","Belize","201408",0,0,0,0,2,4878,2439,2439,1,1,0,0,1.79851227683194e-05,3
"916","Zambia","201408",0,0,0,0,14,581507,41536.2142857143,142651,1,5,0,4,0.000493571444653308,7
"917","Aruba","201408",0,0,0,0,14,1306161,93297.2142857143,310089,1,4,0,3,0.00350515494264672,3
"918","French Polynesia","201408",0,0,0,0,32,5809923,181560.09375,2042536,1,7,0,7,0.0154428125532896,5
"919","Samoa","201408",0,0,0,0,13,4480105,344623.461538462,2129532,1,3,0,0,0.0157043367532526,9
"920","Guyana","201408",0,0,0,0,4,352462,88115.5,176231,1,1,0,0,0.0012995228251677,3
"921","Montserrat","201408",0,0,0,0,11,106238,9658,47531,1,4,0,1,0.000350763097263563,3
"922","Benin","201408",0,0,0,0,66,39557474,599355.666666667,4671863,1,19,0,103,0.0293683744704644,4
"923","Rwanda","201408",0,0,0,0,4,950,237.5,386,1,2,0,0,1.93511124825698e-07,10
"924","Hungary","201409",267,87819869,328913.367041198,5589374,66,17833727,270207.984848485,1880901,-0.662411357962676,59,1572,325,0.0412690921645586,1
"925","Bosnia Herzegovina","201409",10,1209406,120940.6,248026,19,2193214,115432.315789474,281679,0.289132492020855,10,230,18,0.00024889341911215,1
"926","Canada","201409",31,8514509,274661.580645161,1425565,22,83017533,3773524.22727273,37722036,0.813955663744506,17,0,39,0.293922387841763,2
"927","United Kingdom","201409",155,70742799,456405.15483871,10263179,140,302225724,2158755.17142857,68065843,0.620650030029478,63,344,382,0.210852695300894,1
"928","United States of America","201409",189,510214086,2699545.42857143,106357374,0,0,0,0,-1,38,0,57,0.987664623383669,2
"929","Argentina","201409",57,33792819,592856.473684211,3433042,4,233620,58405,72540,-0.986268325051587,25,135,76,0.0367884507124393,3
"930","France","201409",415,113340949,273110.720481928,7120681,166,216621368,1304948,22205406,0.31300670918734,77,1058,443,0.16793713036013,1
"931","China","201409",35,63418570,1811959.14285714,24968168,0,0,0,0,-1,11,0,20,0.132211709620198,2
"932","Netherlands","201409",231,347924818,1506168.04329004,68065843,93,69486177,747163.193548387,9511585,-0.667061108440615,70,555,420,0.224366917408318,1
"933","India","201409",7,111244,15892,41154,2,62186,31093,31093,-0.282869169117223,4,138,4,4.56776729566807e-05,4
"934","Thailand","201409",45,49884822,1108551.6,18883740,23,3084372,134103.130434783,670483,-0.883540912478298,28,2503,88,0.122687913642621,4
"935","Denmark","201409",98,32183791,328406.030612245,7875656,157,35565516,226531.949044586,4699317,0.0499152707200385,62,2387,354,0.0269382691048507,1
"936","Austria","201409",88,15578224,177025.272727273,3793668,72,28176443,391339.486111111,9428838,0.287928576853299,34,123,170,0.0145908234730506,1
"937","Belgium","201409",164,95708185,583586.493902439,22205406,97,58069198,598651.525773196,11000941,-0.244762827053703,58,1507,332,0.0935894244633112,1
"938","Brazil","201409",153,554277149,3622726.46405229,105964563,4,2860844,715211,1315466,-0.989730213929245,54,537,329,1,5
"939","Germany","201409",282,166553889,590616.627659575,17486531,134,121897720,909684.47761194,17605750,-0.154813381540195,67,708,421,0.127637897684652,1
"940","Israel","201409",10,601420,60142,173304,0,0,0,0,-1,4,0,5,0.000531700285501718,6
"941","Italy","201409",165,44415211,269183.096969697,3513221,115,27352716,237849.704347826,5879775,-0.237745406802679,47,122,283,0.0302323145874781,1
"942","Lao People's Dem. Rep.","201409",2,13442,6721,6721,0,0,0,0,-1,1,0,0,6.32457524233407e-07,7
"943","Poland","201409",232,191350459,824786.461206897,23011974,76,11032138,145159.710526316,1799100,-0.890977404544325,59,256,366,0.0977959539718057,1
"944","Portugal","201409",54,4279011,79240.9444444444,1083256,88,33215997,377454.511363636,10229536,0.771755696118267,27,198,120,0.013261773511039,7
"945","Spain","201409",105,48108147,458172.828571429,10229536,90,35352910,392810.111111111,5212572,-0.152828606040779,41,58,221,0.0650265488923453,1
"946","Chile","201409",34,32228194,947888.058823529,6254660,8,23027295,2878411.875,5457177,-0.166515565539561,17,0,80,0.109543830128089,1
"947","Turkey","201409",33,15297157,463550.212121212,2732016,6,413674,68945.6666666667,176443,-0.947339004537698,14,366,14,0.0170444772971392,8
"948","TFYR of Macedonia","201409",2,45514,22757,22757,52,8995821,172996.557692308,1322833,0.989932017782772,18,160,95,0.0122546392309066,1
"949","Serbia","201409",15,1365478,91031.8666666667,408625,25,2001178,80047.12,329880,0.188822380427344,12,75,45,0.000608358981600317,1
"950","Croatia","201409",31,3047177,98296.0322580645,373293,48,10036560,209095,1645515,0.534203874626951,16,0,61,0.00241573375719222,1
"951","Guatemala","201409",7,700267,100038.142857143,195792,14,13081602,934400.142857143,6285599,0.898378514554158,5,82,4,0.0448833767039025,6
"952","Honduras","201409",5,619058,123811.6,221528,0,0,0,0,-1,2,0,1,4.08710418386197e-05,6
"953","Lithuania","201409",66,11169663,169237.318181818,1022595,63,7730654,122708.793650794,3171669,-0.181955096308702,31,556,141,0.00599538310134399,1
"954","Slovenia","201409",64,9188046,143563.21875,1251074,85,8569301,100815.305882353,2008832,-0.0348444505814973,30,495,161,0.00610444580157376,1
"955","Philippines","201409",4,2558090,639522.5,1279045,32,28765690,898927.8125,4969134,0.836667860647725,12,0,31,0.0686152449685798,2
"956","Sweden","201409",28,6270161,223934.321428571,2732432,49,14591795,297791.734693878,7875656,0.398890401264388,21,138,106,0.00499939807235651,1
"957","Estonia","201409",31,3503644,113020.774193548,1155779,58,5659727,97581.5,1022595,0.23529364902938,23,43,116,0.000916948474856015,1
"958","Latvia","201409",37,3397739,91830.7837837838,623468,77,6658445,86473.3116883117,1155779,0.324248840315571,20,0,90,0.00160817757672539,1
"959","Finland","201409",25,1792648,71705.92,515494,57,6377273,111881.98245614,688929,0.561159036911128,24,920,87,0.00455103579620836,1
"960","Barbados","201409",2,11272,5636,5636,9,552317,61368.5555555556,249382,0.959999219289234,4,2,4,0.00179154101307518,2
"961","Ukraine","201409",35,52285065,1493859,7275283,27,10609508,392944.740740741,1833275,-0.66262564498212,21,0,94,0.0257599076427158,1
"962","Bulgaria","201409",56,28526226,509396.892857143,5821264,75,21406085,285414.466666667,3926097,-0.142595863427992,36,0,191,0.0184118829306071,1
"963","Cyprus","201409",15,1324019,88267.9333333333,276597,43,4635386,107799.674418605,1117011,0.555653962098565,16,352,65,0.00272781866436756,1
"964","Czech Rep.","201409",61,7718050,126525.409836066,1355370,77,50471832,655478.337662338,11503880,0.734728797009762,29,0,153,0.051568585185893,1
"965","Greece","201409",36,2783496,77319.3333333333,880635,95,32417049,341232.094736842,4160356,0.841849266822431,25,13,124,0.0108404839521415,1
"966","Ireland","201409",53,28358700,535069.811320755,11941911,92,57672700,626877.173913043,11359665,0.340736056835063,35,1236,204,0.0618311032362522,5
"967","Romania","201409",62,18294193,295067.629032258,2698190,112,33881465,302513.080357143,5120967,0.298746055104854,44,195,262,0.0248270567125179,1
"968","Luxembourg","201409",10,9397,939.7,4090,80,6782753,84784.4125,1571088,0.997232982192678,15,2098,57,0.00312165676337397,1
"969","Norway","201409",9,1164746,129416.222222222,317954,29,526763,18164.2413793103,149328,-0.377167960678897,13,146,30,0.000521905329122,1
"970","Slovakia","201409",51,6138731,120367.274509804,1533193,96,22377258,233096.4375,3740685,0.569453403843016,36,2199,157,0.0186439806108327,1
"971","Lesotho","201409",2,156,78,78,0,0,0,0,-1,1,0,0,6.90503153511138e-08,2
"972","Malta","201409",4,41118,10279.5,19862,26,2007381,77206.9615384615,238849,0.959855484430307,12,509,40,0.000845704462673243,1
"973","Russian Federation","201409",25,5866043,234641.72,1838576,47,109287118,2325257.82978723,25195014,0.89811755145827,17,159,54,0.127635722303973,8
"974","Gabon","201409",2,39942,19971,19971,0,0,0,0,-1,1,0,0,8.76198829941234e-06,5
"975","Viet Nam","201409",2,304,152,152,0,0,0,0,-1,1,0,0,1.05477623704598e-07,9
"976","Armenia","201409",3,24519,8173,12260,21,5595276,266441.714285714,1195065,0.991274058929196,10,69,24,0.0139796544506998,8
"977","El Salvador","201409",5,479698,95939.6,167201,17,3024545,177914.411764706,1094951,0.726218758231093,5,1,4,0.0081713507856494,6
"978","Switzerland","201409",14,878502,62750.1428571429,198082,92,39769000,432271.739130435,6115255,0.956774613111527,21,0,121,0.0539474764957684,1
"979","South Africa","201409",9,1379982,153331.333333333,533480,55,72317098,1314856.32727273,13183753,0.962549886644084,20,73,83,0.124759952864165,2
"980","Japan","201409",5,1124564,224912.8,562141,38,269784560,7099593.68421053,105964563,0.991697850678518,10,80,31,0.807944193127965,6
"981","Belarus","201409",14,50625934,3616138.14285714,25195014,39,15542200,398517.948717949,4177500,-0.530220997315717,16,0,57,0.0267713942652561,1
"982","Kazakhstan","201409",6,1440906,240151,720453,32,46734287,1460446.46875,13677879,0.940180582151482,9,80,16,0.0997982308632678,3
"983","Australia","201409",18,3860353,214464.055555556,1126510,2,29520,14760,14760,-0.984822126583567,7,79,4,0.00354880059786738,10
"984","Oman","201409",3,1087948,362649.333333333,543974,0,0,0,0,-1,1,0,0,0.000441351375894301,4
"985","Saudi Arabia","201409",6,4814796,802466,2407398,0,0,0,0,-1,1,0,0,0.00195323383033967,4
"986","Pakistan","201409",6,158496,26416,50310,2,38280,19140,19140,-0.610928161970972,4,1,4,0.00030769253786814,4
"987","Syria","201409",2,3610,1805,1805,0,0,0,0,-1,1,0,0,1.46448034922182e-06,4
"988","United Arab Emirates","201409",8,1402827,175353.375,585315,0,0,0,0,-1,2,0,0,0.00108546077420676,6
"989","Sri Lanka","201409",4,62608,15652,31108,0,0,0,0,-1,2,0,1,2.72403379285824e-05,4
"990","Kuwait","201409",2,25094,12547,12547,0,0,0,0,-1,1,0,0,1.01799639566321e-05,4
"991","Peru","201409",4,1252160,313040,490990,13,7474574,574967.230769231,1636347,0.713028952183027,6,214,4,0.0188094152102474,11
"992","Malaysia","201409",5,828433,165686.6,255457,14,16532992,1180928,5738926,0.904566243842311,7,70,8,0.0078300284130887,4
"993","Malawi","201409",2,16220,8110,8110,0,0,0,0,-1,1,0,0,7.79813714209639e-07,10
"994","New Zealand","201409",14,876789,62627.7857142857,213099,0,0,0,0,-1,4,0,0,0.000813682330709858,10
"995","Ghana","201409",3,333604,111201.333333333,166802,0,0,0,0,-1,1,0,0,1.58824103601276e-06,12
"996","China, Hong Kong SAR","201409",2,4058,2029,2029,134,299201299,2232845.51492537,50286621,0.999972874817211,41,1036,205,0.741156034156828,6
"997","Algeria","201409",2,260176,130088,130088,0,0,0,0,-1,1,0,0,0.000113249131371536,4
"998","Jordan","201409",4,148380,37095,48346,0,0,0,0,-1,2,0,1,0.000276751681134565,6
"999","Iran","201409",2,1667602,833801,833801,0,0,0,0,-1,1,0,0,0.00438498308167265,6
"1000","Mexico","201409",2,131056,65528,65528,20,238556002,11927800.1,106357374,0.998901859186685,5,0,8,0.79690079718032,6
"1001","Panama","201409",2,37678,18839,18839,12,5338940,444911.666666667,2534380,0.985984498061793,3,157,2,0.0178785005909405,11
"1002","Costa Rica","201409",2,80052,40026,40026,0,0,0,0,-1,1,0,0,0.000210497867988917,6
"1003","Colombia","201409",2,282828,141414,141414,8,11068329,1383541.125,5043174,0.950167546797212,3,0,2,0.0361527145712719,11
"1004","Bolivia","201409",3,469028,156342.666666667,234514,2,109322,54661,54661,-0.621952105126653,2,202,1,0.000419158290164855,11
"1005","Antigua and Barbuda","201409",2,18020,9010,9010,17,4717170,277480.588235294,1287720,0.992388900973351,6,70,7,0.016473986702752,13
"1006","Curaçao","201409",2,1654,827,827,0,0,0,0,-1,1,0,0,1.2948964525243e-09,13
"1007","Saint-Martin (French part)","201409",2,744,372,372,0,0,0,0,-1,1,0,0,5.82468536596739e-10,13
"1008","Lebanon","201409",2,61174,30587,30587,0,0,0,0,-1,1,0,0,9.22722359932767e-06,2
"1009","Swaziland","201409",2,61174,30587,30587,0,0,0,0,-1,1,0,0,9.22722359932749e-06,2
"1010","Iceland","201409",0,0,0,0,9,541342,60149.1111111111,189062,1,4,0,6,0.000189154243539235,14
"1011","Montenegro","201409",0,0,0,0,31,2994325,96591.1290322581,440995,1,8,0,22,0.00327149667792121,1
"1012","Azerbaijan","201409",0,0,0,0,16,1116184,69761.5,311150,1,6,0,6,0.0029942520537652,2
"1013","Georgia","201409",0,0,0,0,28,13484340,481583.571428571,1692258,1,10,0,17,0.0195557408222259,2
"1014","Ethiopia","201409",0,0,0,0,2,9814,4907,4907,1,1,0,0,4.34397304408616e-06,2
"1015","Rep. of Moldova","201409",0,0,0,0,20,4034518,201725.9,1457129,1,7,0,15,0.00155425763568233,15
"1016","Niger","201409",0,0,0,0,21,403059,19193.2857142857,156148,1,7,0,16,0.000251680278319829,5
"1017","Qatar","201409",0,0,0,0,56,41224782,736156.821428571,11945466,1,16,0,15,0.114343236466963,4
"1018","Bermuda","201409",0,0,0,0,18,1128122,62673.4444444444,559738,1,3,0,1,0.00393094685549635,2
"1019","Singapore","201409",0,0,0,0,36,50065267,1390701.86111111,19790056,1,13,0,40,0.160028805716615,1
"1020","Mauritius","201409",0,0,0,0,13,391542,30118.6153846154,114599,1,4,0,6,0.000911788250908557,5
"1021","Mozambique","201409",0,0,0,0,19,4964360,261282.105263158,1768580,1,7,0,3,0.0135510876009971,10
"1022","New Caledonia","201409",0,0,0,0,20,6038281,301914.05,1337867,1,6,0,6,0.0154220445944571,5
"1023","Fiji","201409",0,0,0,0,4,426198,106549.5,213099,1,1,0,0,1.23035987323055e-06,10
"1024","Togo","201409",0,0,0,0,25,1813787,72551.48,228147,1,10,0,30,0.00134189735722258,12
"1025","Indonesia","201409",0,0,0,0,2,317520,158760,158760,1,1,0,0,8.82064390904375e-06,4
"1026","Aruba","201409",0,0,0,0,16,2676462,167278.875,853283,1,3,0,1,0.00942912362310616,2
