,partner,period,trade_value_usd,reporter
819,Romania,201502,193816,Sweden
820,Spain,201502,5672963,Sweden
821,USA,201502,349533,Sweden
868,World,201503,79284437,Sweden
869,Belgium,201503,8257345,Sweden
870,Denmark,201503,15712766,Sweden
871,Finland,201503,110715,Sweden
872,France,201503,6315198,Sweden
873,Germany,201503,16576893,Sweden
874,Greece,201503,5896,Sweden
875,Hungary,201503,112577,Sweden
876,Ireland,201503,8232488,Sweden
877,Italy,201503,681679,Sweden
878,Netherlands,201503,10445179,Sweden
879,Poland,201503,3129044,Sweden
880,Portugal,201503,1006807,Sweden
881,Romania,201503,91189,Sweden
882,Spain,201503,8177103,Sweden
883,Sweden,201503,173067,Sweden
884,USA,201503,256491,Sweden
931,World,201504,73829039,Sweden
932,Austria,201504,125755,Sweden
933,Belgium,201504,7612820,Sweden
934,Denmark,201504,13399219,Sweden
935,France,201504,5561114,Sweden
936,Germany,201504,16637538,Sweden
937,Greece,201504,5583,Sweden
938,Hungary,201504,4959,Sweden
939,Ireland,201504,8918732,Sweden
940,Italy,201504,935374,Sweden
941,Netherlands,201504,9032820,Sweden
942,Poland,201504,1791163,Sweden
943,Portugal,201504,647790,Sweden
944,Romania,201504,127686,Sweden
945,Spain,201504,8621482,Sweden
946,USA,201504,407002,Sweden
989,World,201505,72248669,Sweden
990,Austria,201505,5895,Sweden
991,Belgium,201505,6946503,Sweden
992,Denmark,201505,15125236,Sweden
993,Finland,201505,28754,Sweden
994,France,201505,5349500,Sweden
995,Germany,201505,16811456,Sweden
996,Greece,201505,34394,Sweden
997,Hungary,201505,57710,Sweden
998,Ireland,201505,7300356,Sweden
999,Italy,201505,1089200,Sweden
1000,Netherlands,201505,8180695,Sweden
1001,Poland,201505,1982180,Sweden
1002,Portugal,201505,425447,Sweden
1003,Romania,201505,70377,Sweden
1004,Spain,201505,8491844,Sweden
1005,Sweden,201505,69784,Sweden
1006,USA,201505,279338,Sweden
1053,World,201506,82906126,Sweden
1054,Austria,201506,6166,Sweden
1055,Belgium,201506,8268806,Sweden
1056,Denmark,201506,17607212,Sweden
1057,France,201506,6871463,Sweden
1058,Germany,201506,17235567,Sweden
1059,Greece,201506,8849,Sweden
1060,Hungary,201506,60154,Sweden
1061,Ireland,201506,8613349,Sweden
1062,Italy,201506,1127979,Sweden
1063,Netherlands,201506,10760163,Sweden
1064,Poland,201506,2500460,Sweden
1065,Portugal,201506,762024,Sweden
1066,Romania,201506,304615,Sweden
1067,Spain,201506,8353629,Sweden
1068,Sweden,201506,34457,Sweden
1069,USA,201506,391232,Sweden
1116,World,201507,82252969,Sweden
1117,Austria,201507,1209,Sweden
1118,Belgium,201507,7533513,Sweden
1119,Denmark,201507,18990168,Sweden
1120,Finland,201507,94662,Sweden
1121,France,201507,7128539,Sweden
1122,Germany,201507,15607085,Sweden
1123,Greece,201507,13731,Sweden
1124,Hungary,201507,64576,Sweden
1125,Ireland,201507,9778336,Sweden
1126,Italy,201507,1299019,Sweden
1127,Netherlands,201507,9580232,Sweden
1128,Poland,201507,2118323,Sweden
1129,Portugal,201507,688352,Sweden
1130,Romania,201507,122055,Sweden
1131,Spain,201507,8828562,Sweden
1132,Sweden,201507,34274,Sweden
1133,USA,201507,370334,Sweden
1180,World,201508,77768839,Sweden
1181,Austria,201508,18766,Sweden
1182,Belgium,201508,7855435,Sweden
1183,Denmark,201508,16491927,Sweden
1184,France,201508,6144669,Sweden
1185,Germany,201508,16146994,Sweden
1186,Ireland,201508,8015058,Sweden
1187,Italy,201508,1250061,Sweden
1188,Lithuania,201508,197,Sweden
1189,Netherlands,201508,10400212,Sweden
1190,Poland,201508,2498655,Sweden
1191,Portugal,201508,83808,Sweden
1192,Romania,201508,397379,Sweden
1193,Spain,201508,8227538,Sweden
1194,Sweden,201508,34705,Sweden
1195,USA,201508,203436,Sweden
1244,World,201509,77008084,Sweden
1245,Belgium,201509,7071777,Sweden
1246,Bulgaria,201509,82972,Sweden
1247,Denmark,201509,17398406,Sweden
1248,Finland,201509,68312,Sweden
1249,France,201509,6569170,Sweden
1250,Germany,201509,14692310,Sweden
1251,Greece,201509,13890,Sweden
1252,Hungary,201509,131179,Sweden
1253,Ireland,201509,8273200,Sweden
1254,Italy,201509,839827,Sweden
1255,Netherlands,201509,9815315,Sweden
1256,Poland,201509,2094690,Sweden
1257,Portugal,201509,460891,Sweden
1258,Romania,201509,82591,Sweden
1259,Spain,201509,9049872,Sweden
1260,USA,201509,363681,Sweden
1308,World,201510,86029917,Sweden
1309,Australia,201510,14154,Sweden
1310,Belgium,201510,7432137,Sweden
1311,Bulgaria,201510,92677,Sweden
1312,Czechia,201510,21,Sweden
1313,Denmark,201510,21184941,Sweden
1314,Finland,201510,34127,Sweden
1315,France,201510,6832776,Sweden
1316,Germany,201510,17595611,Sweden
1317,Greece,201510,21098,Sweden
1318,Hungary,201510,63074,Sweden
1319,Ireland,201510,8215409,Sweden
1320,Italy,201510,930954,Sweden
1321,Netherlands,201510,10772961,Sweden
1322,Poland,201510,2748155,Sweden
1323,Portugal,201510,456467,Sweden
1324,Romania,201510,107691,Sweden
1325,Spain,201510,9119449,Sweden
1326,USA,201510,408213,Sweden
1371,World,201511,86125508,Sweden
1372,Belgium,201511,6347962,Sweden
1373,Bulgaria,201511,108266,Sweden
1374,Denmark,201511,23461077,Sweden
1375,Finland,201511,33846,Sweden
1376,France,201511,6349982,Sweden
1377,Germany,201511,17898288,Sweden
1378,Greece,201511,46520,Sweden
1379,Ireland,201511,7762052,Sweden
1380,Italy,201511,801554,Sweden
1381,Netherlands,201511,11042734,Sweden
1382,Poland,201511,2512211,Sweden
1383,Portugal,201511,549766,Sweden
1384,Romania,201511,202389,Sweden
1385,Spain,201511,8669353,Sweden
1386,Sweden,201511,34980,Sweden
1387,USA,201511,304530,Sweden
1432,World,201512,72260013,Sweden
1433,Belgium,201512,6139075,Sweden
1434,Bulgaria,201512,135253,Sweden
1435,Denmark,201512,19019059,Sweden
1436,Finland,201512,33368,Sweden
1437,France,201512,6291832,Sweden
1438,Germany,201512,11882930,Sweden
1439,Hungary,201512,52048,Sweden
1440,Ireland,201512,7403952,Sweden
1441,Italy,201512,890040,Sweden
1442,Netherlands,201512,9055948,Sweden
1443,Poland,201512,2881417,Sweden
1444,Portugal,201512,483654,Sweden
1445,Romania,201512,183569,Sweden
1446,Spain,201512,7519762,Sweden
1447,USA,201512,288106,Sweden
1493,World,201601,61922717,Sweden
1494,Belgium,201601,5306690,Sweden
1495,Bulgaria,201601,51492,Sweden
1496,Denmark,201601,16393516,Sweden
1497,Finland,201601,64037,Sweden
1498,France,201601,4986638,Sweden
1499,Germany,201601,11796995,Sweden
1500,Greece,201601,1675,Sweden
1501,Hungary,201601,60628,Sweden
1502,Ireland,201601,6354300,Sweden
1503,Italy,201601,927828,Sweden
1504,Lithuania,201601,402,Sweden
1505,Netherlands,201601,6150526,Sweden
1506,Poland,201601,2548804,Sweden
1507,Portugal,201601,466885,Sweden
1508,Romania,201601,150896,Sweden
1509,Spain,201601,6434301,Sweden
1510,USA,201601,227104,Sweden
1560,World,201602,62722846,Sweden
1561,Belgium,201602,4716897,Sweden
1562,Bulgaria,201602,54481,Sweden
1563,Denmark,201602,15768425,Sweden
1564,France,201602,5991099,Sweden
1565,Germany,201602,12182363,Sweden
1566,Greece,201602,5319,Sweden
1567,Hungary,201602,58844,Sweden
1568,Ireland,201602,6430284,Sweden
1569,Italy,201602,766575,Sweden
1570,Lithuania,201602,274,Sweden
1571,Netherlands,201602,6705802,Sweden
1572,Poland,201602,2132806,Sweden
1573,Portugal,201602,407873,Sweden
1574,Romania,201602,243258,Sweden
1575,Spain,201602,6908940,Sweden
1576,Sweden,201602,12590,Sweden
1577,USA,201602,337014,Sweden
1625,World,201603,66392843,Sweden
1626,Belgium,201603,5712764,Sweden
1627,Bulgaria,201603,77926,Sweden
1628,Denmark,201603,15612479,Sweden
1629,Finland,201603,31657,Sweden
1630,France,201603,6099436,Sweden
1631,Germany,201603,10910183,Sweden
1632,Greece,201603,7813,Sweden
1633,Hungary,201603,82180,Sweden
1634,Ireland,201603,7017863,Sweden
1635,Italy,201603,718741,Sweden
1636,Latvia,201603,9684,Sweden
1637,Netherlands,201603,8939982,Sweden
1638,Poland,201603,2685394,Sweden
1639,Portugal,201603,558406,Sweden
1640,Romania,201603,307289,Sweden
1641,Spain,201603,7368048,Sweden
1642,USA,201603,252998,Sweden
1691,World,201604,65267064,Sweden
1692,Australia,201604,12024,Sweden
1693,Austria,201604,1911,Sweden
1694,Belgium,201604,5414323,Sweden
1695,Bulgaria,201604,68530,Sweden
1696,Denmark,201604,20964049,Sweden
1697,Finland,201604,31791,Sweden
1698,France,201604,5642981,Sweden
1699,Germany,201604,9231741,Sweden
1700,Hungary,201604,64307,Sweden
1701,Ireland,201604,5136982,Sweden
1702,Italy,201604,932586,Sweden
1703,Netherlands,201604,6646311,Sweden
1704,Poland,201604,2983686,Sweden
1705,Portugal,201604,810729,Sweden
1706,Romania,201604,386424,Sweden
1707,Spain,201604,6625222,Sweden
1708,USA,201604,313469,Sweden
1757,World,201605,78991949,Sweden
1758,Belgium,201605,6253271,Sweden
1759,Denmark,201605,28516257,Sweden
1760,Finland,201605,66298,Sweden
1761,France,201605,5152675,Sweden
1762,Germany,201605,13733882,Sweden
1763,Greece,201605,11075,Sweden
1764,Hungary,201605,57059,Sweden
1765,Ireland,201605,5553006,Sweden
1766,Italy,201605,1004288,Sweden
1767,Netherlands,201605,7820516,Sweden
1768,Poland,201605,3072833,Sweden
1769,Portugal,201605,255101,Sweden
1770,Romania,201605,268170,Sweden
1771,Spain,201605,6917200,Sweden
1772,Sweden,201605,33442,Sweden
1773,USA,201605,276874,Sweden
1825,World,201606,98253017,Sweden
1826,Belgium,201606,7079900,Sweden
1827,Chile,201606,23297,Sweden
1828,Denmark,201606,36519869,Sweden
1829,France,201606,6112513,Sweden
1830,Germany,201606,16485464,Sweden
1831,Hungary,201606,136737,Sweden
1832,Ireland,201606,6703355,Sweden
1833,Italy,201606,1016613,Sweden
1834,Netherlands,201606,9169066,Sweden
1835,Poland,201606,4214615,Sweden
1836,Portugal,201606,765555,Sweden
1837,Romania,201606,155292,Sweden
1838,Spain,201606,9524046,Sweden
1839,USA,201606,346697,Sweden
1886,World,201607,88817227,Sweden
1887,Austria,201607,13741,Sweden
1888,Belgium,201607,4889374,Sweden
1889,Denmark,201607,35048158,Sweden
1890,Finland,201607,29092,Sweden
1891,France,201607,4454427,Sweden
1892,Germany,201607,15855292,Sweden
1893,Greece,201607,3031,Sweden
1894,Hungary,201607,107364,Sweden
1895,Ireland,201607,6036589,Sweden
1896,Italy,201607,1016354,Sweden
1897,Netherlands,201607,9043509,Sweden
1898,Poland,201607,3377298,Sweden
1899,Portugal,201607,504661,Sweden
1900,Romania,201607,327371,Sweden
1901,Spain,201607,7790968,Sweden
1902,USA,201607,319997,Sweden
1951,World,201608,98761435,Sweden
1952,Austria,201608,301430,Sweden
1953,Belgium,201608,7506408,Sweden
1954,Denmark,201608,36882607,Sweden
1955,France,201608,5314538,Sweden
1956,Germany,201608,19368806,Sweden
1957,Greece,201608,1939,Sweden
1958,Hungary,201608,105534,Sweden
1959,Ireland,201608,6801256,Sweden
1960,Italy,201608,961706,Sweden
1961,Netherlands,201608,9288367,Sweden
1962,Poland,201608,2290668,Sweden
1963,Portugal,201608,533989,Sweden
1964,Romania,201608,191643,Sweden
1965,Spain,201608,8945648,Sweden
1966,USA,201608,266897,Sweden
2016,World,201609,100155390,Sweden
2017,Austria,201609,357542,Sweden
2018,Belgium,201609,6747526,Sweden
2019,Denmark,201609,36867323,Sweden
2020,France,201609,6329165,Sweden
2021,Germany,201609,18723235,Sweden
2022,Greece,201609,6177,Sweden
2023,Hungary,201609,116757,Sweden
2024,Ireland,201609,6524190,Sweden
2025,Italy,201609,882926,Sweden
2026,Netherlands,201609,10446100,Sweden
2027,Poland,201609,2660214,Sweden
2028,Portugal,201609,500645,Sweden
2029,Romania,201609,592499,Sweden
2030,Spain,201609,9071397,Sweden
2031,USA,201609,329694,Sweden
2080,World,201610,103182198,Sweden
2081,Austria,201610,478856,Sweden
2082,Belgium,201610,6654662,Sweden
2083,Denmark,201610,40850066,Sweden
2084,Finland,201610,3750,Sweden
2085,France,201610,4166827,Sweden
2086,Germany,201610,18272509,Sweden
2087,Greece,201610,4638,Sweden
2088,Hungary,201610,466083,Sweden
2089,Ireland,201610,7556388,Sweden
2090,Italy,201610,502160,Sweden
2091,Netherlands,201610,8614983,Sweden
2092,Poland,201610,3736910,Sweden
2093,Portugal,201610,626779,Sweden
2094,Romania,201610,499502,Sweden
2095,Spain,201610,10531491,Sweden
2096,USA,201610,216597,Sweden
2147,World,201611,109900669,Sweden
2148,Austria,201611,327651,Sweden
2149,Belgium,201611,7862851,Sweden
2150,Cyprus,201611,61300,Sweden
2151,Denmark,201611,42859868,Sweden
2152,Finland,201611,3006,Sweden
2153,France,201611,4791048,Sweden
2154,Germany,201611,19485319,Sweden
2155,Greece,201611,3155,Sweden
2156,Hungary,201611,183889,Sweden
2157,Ireland,201611,8155537,Sweden
2158,Italy,201611,768373,Sweden
2159,Netherlands,201611,9746675,Sweden
2160,Poland,201611,4450553,Sweden
2161,Portugal,201611,356982,Sweden
2162,Romania,201611,197857,Sweden
2163,Spain,201611,10271597,Sweden
2164,USA,201611,375008,Sweden
2211,World,201612,104645534,Sweden
2212,Austria,201612,219090,Sweden
2213,Belgium,201612,7606168,Sweden
2214,Denmark,201612,42522360,Sweden
2215,France,201612,4951734,Sweden
2216,Germany,201612,16863338,Sweden
2217,Hungary,201612,59797,Sweden
2218,Ireland,201612,8824803,Sweden
2219,Italy,201612,447585,Sweden
2220,Netherlands,201612,9477252,Sweden
2221,Poland,201612,2958241,Sweden
2222,Portugal,201612,557022,Sweden
2223,Romania,201612,313510,Sweden
2224,Spain,201612,9564851,Sweden
2225,USA,201612,279782,Sweden
44,World,201401,101084460,USA
45,Australia,201401,4975,USA
46,Belgium,201401,7326630,USA
47,Denmark,201401,22405326,USA
48,Finland,201401,130378,USA
49,France,201401,8895615,USA
50,Germany,201401,27724830,USA
51,Greece,201401,8519,USA
52,Hungary,201401,4002,USA
53,Ireland,201401,9721355,USA
54,Italy,201401,1273936,USA
55,Netherlands,201401,13396068,USA
56,Poland,201401,559418,USA
57,Portugal,201401,588549,USA
58,Spain,201401,8732108,USA
59,USA,201401,312753,USA
103,World,201402,84688990,USA
104,Austria,201402,20317,USA
105,Belgium,201402,5967764,USA
106,Chile,201402,82262,USA
107,Denmark,201402,20089943,USA
108,France,201402,7912475,USA
109,Germany,201402,21518559,USA
110,Greece,201402,67399,USA
111,Ireland,201402,8317191,USA
112,Italy,201402,766884,USA
113,Netherlands,201402,10154285,USA
114,Poland,201402,466449,USA
115,Portugal,201402,478496,USA
116,Spain,201402,8540232,USA
117,USA,201402,306736,USA
156,World,201403,94409048,USA
157,Belgium,201403,7531676,USA
158,Chile,201403,166208,USA
159,Denmark,201403,17574796,USA
160,Finland,201403,104333,USA
161,France,201403,9104348,USA
162,Germany,201403,24298500,USA
163,Greece,201403,148352,USA
164,Ireland,201403,9050441,USA
165,Italy,201403,979742,USA
166,Netherlands,201403,14236273,USA
167,Poland,201403,654754,USA
168,Portugal,201403,520064,USA
169,Spain,201403,9691075,USA
170,Sweden,201403,94610,USA
171,USA,201403,253876,USA
212,World,201404,97394001,USA
213,Belgium,201404,8929280,USA
214,Chile,201404,81802,USA
215,Denmark,201404,19136165,USA
216,France,201404,10069663,USA
217,Germany,201404,23623640,USA
218,Greece,201404,41667,USA
219,Ireland,201404,9991217,USA
220,Italy,201404,860759,USA
221,Netherlands,201404,13940260,USA
222,Poland,201404,515531,USA
223,Portugal,201404,678942,USA
224,Spain,201404,9012025,USA
225,USA,201404,513051,USA
269,World,201405,104790329,USA
270,Belgium,201405,8976193,USA
271,Denmark,201405,23765248,USA
272,Finland,201405,138087,USA
273,France,201405,9588147,USA
274,Germany,201405,25730689,USA
275,Greece,201405,126963,USA
276,Ireland,201405,10529370,USA
277,Italy,201405,1521008,USA
278,Netherlands,201405,13876058,USA
279,Poland,201405,884429,USA
280,Portugal,201405,646755,USA
281,Spain,201405,8607474,USA
282,USA,201405,399907,USA
328,World,201406,105055213,USA
329,Belgium,201406,10108130,USA
330,Chile,201406,63778,USA
331,Denmark,201406,18156357,USA
332,Finland,201406,2546,USA
333,France,201406,10020099,USA
334,Germany,201406,23231395,USA
335,Greece,201406,14171,USA
336,Hungary,201406,57112,USA
337,Ireland,201406,11436831,USA
338,Italy,201406,1340777,USA
339,Netherlands,201406,14627759,USA
340,Poland,201406,1915187,USA
341,Portugal,201406,1183540,USA
342,Spain,201406,12333096,USA
343,USA,201406,564436,USA
386,World,201407,102402677,USA
387,Belgium,201407,10216178,USA
388,Denmark,201407,24387122,USA
389,Finland,201407,129500,USA
390,France,201407,10464344,USA
391,Germany,201407,20883840,USA
392,Greece,201407,19288,USA
393,Ireland,201407,10137007,USA
394,Italy,201407,1042247,USA
395,Netherlands,201407,13496923,USA
396,Poland,201407,1899692,USA
397,Portugal,201407,932019,USA
398,Spain,201407,8471567,USA
399,USA,201407,322951,USA
442,World,201408,91341869,USA
443,Austria,201408,5519,USA
444,Belgium,201408,8751996,USA
445,Denmark,201408,20360922,USA
446,Finland,201408,317625,USA
447,France,201408,7759806,USA
448,Germany,201408,19757690,USA
449,Greece,201408,9131,USA
450,Ireland,201408,8786646,USA
451,Italy,201408,1180247,USA
452,Netherlands,201408,13875530,USA
453,Poland,201408,2183509,USA
454,Portugal,201408,848848,USA
455,Romania,201408,15353,USA
456,Spain,201408,7108242,USA
457,USA,201408,380805,USA
502,World,201409,97426007,USA
503,Belgium,201409,9667715,USA
504,Denmark,201409,24639936,USA
505,Finland,201409,131438,USA
506,France,201409,8511429,USA
507,Germany,201409,19060930,USA
508,Greece,201409,120462,USA
509,Ireland,201409,10420444,USA
510,Italy,201409,954447,USA
511,Netherlands,201409,12725451,USA
512,Poland,201409,1719064,USA
513,Portugal,201409,1316532,USA
514,Spain,201409,7686103,USA
515,USA,201409,472057,USA
558,World,201410,90568663,USA
559,Austria,201410,7418,USA
560,Belgium,201410,8309487,USA
561,Denmark,201410,21266601,USA
562,Finland,201410,152745,USA
563,France,201410,8755072,USA
564,Germany,201410,20608759,USA
565,Greece,201410,41914,USA
566,Ireland,201410,8819655,USA
567,Italy,201410,961029,USA
568,Netherlands,201410,11975701,USA
569,Poland,201410,2281267,USA
570,Portugal,201410,1003859,USA
571,Spain,201410,5942482,USA
572,USA,201410,442676,USA
621,World,201411,91486065,USA
622,Belgium,201411,8016154,USA
623,Czechia,201411,50,USA
624,Denmark,201411,27368605,USA
625,Finland,201411,24056,USA
626,France,201411,7104961,USA
627,Germany,201411,17560508,USA
628,Greece,201411,84452,USA
629,Ireland,201411,9422880,USA
630,Italy,201411,741881,USA
631,Netherlands,201411,11261233,USA
632,Poland,201411,1885312,USA
633,Portugal,201411,1128141,USA
634,Spain,201411,6480186,USA
635,USA,201411,407645,USA
682,World,201412,91835522,USA
683,Austria,201412,10763,USA
684,Belgium,201412,9554926,USA
685,Czechia,201412,103,USA
686,Denmark,201412,24726065,USA
687,France,201412,7756407,USA
688,Germany,201412,17780096,USA
689,Greece,201412,70030,USA
690,Ireland,201412,9983318,USA
691,Italy,201412,798717,USA
692,Netherlands,201412,10970938,USA
693,Poland,201412,1762577,USA
694,Portugal,201412,912689,USA
695,Spain,201412,7037522,USA
696,Sweden,201412,43044,USA
697,USA,201412,428326,USA
744,World,201501,74903188,USA
745,Australia,201501,17462,USA
746,Belgium,201501,5465149,USA
747,Bulgaria,201501,428,USA
748,Czechia,201501,100,USA
749,Denmark,201501,17136471,USA
750,France,201501,6554323,USA
751,Germany,201501,18343416,USA
752,Greece,201501,9709,USA
753,Hungary,201501,176535,USA
754,Ireland,201501,7728740,USA
755,Italy,201501,732684,USA
756,Netherlands,201501,9624538,USA
757,Poland,201501,1672819,USA
758,Portugal,201501,662669,USA
759,Spain,201501,6224035,USA
760,Sweden,201501,193517,USA
761,USA,201501,360594,USA
